country,admin_name,lat,lng,population
United States,Massachusetts,42.5912,-71.8156,40793
United States,Florida,28.6580,-81.1872,40785
United States,New York,40.8813,-73.0059,40713
United States,New Mexico,32.7282,-103.1600,40614.0
United States,Oklahoma,35.7430,-95.3566,40588.0
United States,Connecticut,41.8349,-73.1281,40583.0
United States,Colorado,39.9716,-104.7964,40562
United States,Arizona,33.3985,-111.5351,40538
Kyrgyzstan,Ysyk-Köl,42.4560,76.1854,40527
United States,Maryland,39.0661,-76.6939,40479
Brazil,Mato Grosso,-9.9000,-55.9100,40466
United States,New Jersey,40.3427,-74.2567,40466
United States,Kentucky,39.0334,-84.5166,40455
United States,Illinois,42.2332,-88.3349,40421
Peru,Lima,-11.0600,-77.6000,40400
Burma,Bago,18.4779,96.4379,40386
Argentina,Córdoba,-31.6600,-64.4300,40384
United States,Texas,26.1648,-97.9898,40358
United States,California,32.6849,-115.4944,40351
United States,Massachusetts,42.2125,-72.6411,40341
Norway,Rogaland,59.4119,5.2775,40321
Russia,Sakha (Yakutiya),62.5400,113.9614,40308
Vietnam,Bình Phước,11.6504,106.6000,40279
Papua New Guinea,Bougainville,-6.2280,155.5660,40266
China,Inner Mongolia,50.5667,123.7167,40128
Russia,Leningradskaya Oblast’,58.7363,29.8390,40114
United States,Kentucky,37.7306,-84.2926,40111.0
United States,New Jersey,40.2800,-74.3436,40096
United States,Texas,29.5648,-98.2537,40092
United States,Georgia,32.4376,-81.7750,40090.0
Venezuela,Guárico,9.8504,-66.3800,40052
Malaysia,Pahang,3.7927,101.8423,40024
Albania,Korçë,40.9000,20.6640,40000
Angola,Namibe,-15.8000,11.8600,40000
United States,Illinois,41.9182,-88.1308,39989
United States,Illinois,42.0208,-88.1778,39978
Russia,Novosibirskaya Oblast’,54.9980,82.7077,39949
China,Heilongjiang,47.8804,125.3000,39924
United States,Massachusetts,42.3645,-72.5069,39880
Russia,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,60.1401,64.7548,39878
United States,Massachusetts,42.3494,-71.5468,39873
Russia,Belgorodskaya Oblast’,50.6535,38.6931,39848
United States,Texas,29.5112,-95.1979,39839
United States,Georgia,33.8132,-84.5656,39745
United States,Pennsylvania,40.9956,-80.3458,39742.0
United States,Wisconsin,42.9726,-88.1291,39740
United States,Ohio,40.1241,-82.9209,39737
United States,New Jersey,40.4985,-74.6740,39712
United States,Massachusetts,42.4869,-71.1543,39701
United States,Illinois,41.6319,-88.0996,39632
United States,Oklahoma,36.7357,-95.9452,39568.0
United States,Ohio,41.2390,-80.8174,39562
Russia,Tul’skaya Oblast’,53.7747,38.1144,39553
United States,Texas,30.7050,-95.5545,39542.0
United States,Maryland,39.3024,-76.4457,39494
United States,Indiana,40.0333,-86.1532,39493
United States,Texas,32.6460,-96.9127,39487
Russia,Sverdlovskaya Oblast’,58.0537,65.2583,39480
United States,Utah,40.1102,-111.6405,39443
Sweden,Dalarna,60.4833,15.4167,39422
United States,Missouri,38.8165,-90.8671,39414
United States,Iowa,42.0452,-91.5847,39400
United States,Texas,32.5922,-96.7737,39386
Australia,New South Wales,-33.2800,149.1000,39329
Russia,Kaluzhskaya Oblast’,54.0852,34.3048,39319
United States,New Jersey,39.7027,-74.9029,39317
United States,Maryland,39.3054,-76.7489,39296
Peru,La Libertad,-7.4006,-79.5706,39282
United States,Ohio,40.2866,-83.0747,39267
United States,Maryland,38.7499,-76.9063,39230
United States,Utah,40.4898,-112.0169,39224
United States,Oregon,45.4129,-122.7003,39196
United States,Arizona,33.2367,-111.6389,39184
Brazil,Paraná,-26.4800,-52.0000,39150
United States,Tennessee,35.0829,-89.7825,39141
Cuba,Villa Clara,22.5158,-79.4722,39140
Côte D’Ivoire,Montagnes,6.5505,-7.4900,39134
United States,California,37.0631,-120.8405,39122.0
United States,California,37.6112,-122.4781,39087
United States,North Carolina,35.7157,-79.8129,39076.0
Russia,Ivanovskaya Oblast’,57.2191,41.9287,39071
United States,Texas,32.8353,-97.1808,39051
Côte D’Ivoire,Lacs,6.5520,-5.0190,39005
United States,Arizona,33.6165,-112.2819,39000
United States,North Carolina,35.0699,-80.6453,38980
United States,Georgia,34.1353,-84.3138,38924
Norway,Vestfold,59.2640,10.4210,38914
United States,Georgia,33.3765,-84.7760,38909
Russia,Chelyabinskaya Oblast’,54.9980,57.2726,38883
United States,Utah,40.3714,-111.7411,38845
United States,Florida,26.7741,-80.2779,38845
Congo (Kinshasa),Kongo Central,-4.9696,12.9300,38845
Congo (Kinshasa),Haut-Lomami,-9.2096,25.8400,38770
Russia,Kemerovskaya Oblast’,54.2981,85.9377,38757
United States,Alabama,31.3276,-85.8459,38737.0
United States,Maryland,39.0870,-76.5687,38725
United States,Florida,28.0140,-82.1201,38714
United States,Utah,41.1717,-112.0480,38595
United States,Florida,26.7038,-80.2241,38592
United States,Tennessee,35.6236,-87.0487,38577.0
United States,Illinois,42.1308,-87.9240,38562
Australia,New South Wales,-31.1026,150.9171,38551
Russia,Rostovskaya Oblast’,48.9379,40.3974,38527
Georgia,,42.2325,43.9750,38502
United States,Pennsylvania,40.8615,-79.8962,38447.0
Côte D’Ivoire,Bas-Sassandra,4.9504,-6.0833,38411
Turkmenistan,Ahal,37.3503,59.6000,38381
United States,California,37.9985,-122.1160,38373
United States,Mississippi,32.3846,-88.6897,38294.0
United States,Washington,47.8285,-122.3035,38273
United States,Kansas,39.0271,-96.8497,38178.0
United States,Illinois,42.1227,-88.2895,38162
United States,Illinois,41.4699,-90.5827,38110
United States,Hawaii,21.3920,-157.7396,38088
Central African Republic,,4.9337,15.8666,38071
Madagascar,Toamasina,-15.4333,49.7333,38046
United States,Wisconsin,43.0640,-88.1231,38045
United States,Ohio,39.8595,-84.1130,37986
Zambia,Central,-13.9696,28.6600,37942
United States,New York,43.4516,-76.5005,37917.0
Chile,Maule,-35.3296,-72.4200,37917
Kazakhstan,Zhambyl,43.1854,70.4600,37881
United States,Ohio,39.9587,-82.7943,37847
United States,North Carolina,35.5849,-80.8266,37820
Burkina Faso,Sahel,14.0340,-0.0280,37806
United States,Washington,47.1284,-119.2741,37774.0
Russia,Yaroslavskaya Oblast’,57.5244,38.3300,37732
Peru,San Martín,-7.1696,-76.7400,37715
United States,Virginia,37.6262,-77.3561,37674
United States,Texas,29.5460,-95.8220,37661
Côte D’Ivoire,Comoé,5.4667,-3.2000,37654
United States,Florida,27.9193,-82.2293,37546
Canada,Nova Scotia,46.0661,-60.1800,37538
Burkina Faso,Centre-Ouest,12.3335,-2.4669,37535
United States,Texas,32.7440,-96.4529,37521.0
United States,Washington,47.5420,-122.0444,37487
Canada,Ontario,44.6000,-79.4167,37483
United States,Wisconsin,43.1487,-88.1227,37443
United States,Mississippi,34.9610,-89.8469,37435
United States,Kentucky,37.1209,-84.0804,37424.0
United States,Tennessee,36.3782,-86.4696,37351
Russia,Amurskaya Oblast’,55.1743,124.7076,37335
United States,Colorado,38.7489,-104.7142,37325
United States,New York,43.1602,-77.4483,37245
United States,Alabama,34.2634,-86.2107,37220.0
Bolivia,Potosí,-22.0796,-65.6000,37215
United States,Michigan,43.5966,-84.7759,37206.0
Congo (Kinshasa),Kwilu,-4.0396,19.5300,37188
United States,Virginia,38.8887,-77.3016,37166
United States,Massachusetts,42.2039,-71.0022,37156
United States,New York,40.8443,-73.2834,37117
Kazakhstan,Atyraū,46.9833,54.0165,37103
United States,Texas,32.9272,-96.8806,37088
United States,California,34.1650,-117.9921,37061
Congo (Kinshasa),Maniema,-3.5995,26.6700,37034
United States,New Jersey,39.4914,-74.4802,37029
United States,Montana,48.2156,-114.3261,37024.0
United States,Washington,47.1417,-122.4376,37019
United States,Missouri,38.4472,-90.3199,37007
United States,Texas,26.1903,-98.1520,36981
United States,California,33.6173,-117.2583,36932
Uzbekistan,Qoraqalpog‘iston,42.9311,59.7708,36917
Norway,Østfold,59.4370,10.6692,36901
United States,New York,41.2727,-73.8092,36900
United States,New York,42.8587,-73.8242,36884
United States,Florida,30.7481,-86.5784,36880.0
Australia,Western Australia,-30.7354,121.4600,36852
United States,Wisconsin,42.9619,-88.0051,36827
United States,Illinois,41.9314,-88.0085,36820
Madagascar,Toliara,-20.2833,44.2833,36803
United States,California,34.2855,-118.8770,36802
United States,Minnesota,44.8161,-92.9274,36793
United States,New York,43.1175,-77.5835,36753
United States,Massachusetts,42.2842,-71.7154,36716
Congo (Kinshasa),Haut-Katanga,-10.8696,26.6000,36702
United States,Indiana,41.5866,-87.1792,36672
Russia,Ryazanskaya Oblast’,54.9435,41.3931,36663
Russia,Penzenskaya Oblast’,52.4622,44.2218,36652
United States,Florida,28.6889,-81.2704,36635
United States,Illinois,41.6134,-87.5505,36633
United States,Ohio,38.7539,-82.9446,36622.0
United States,Utah,37.6834,-113.0956,36592.0
Tanzania,Mbeya,-9.2846,32.7749,36556
United States,Florida,28.0329,-82.7863,36545
Bolivia,Tarija,-22.7296,-64.3500,36544
Kazakhstan,Almaty,44.1616,79.9801,36496
Kenya,Taita/Taveta,-3.3696,38.5700,36487
Congo (Kinshasa),Haut-Lomami,-7.5696,24.1700,36481
United States,Indiana,38.3076,-85.8241,36461
United States,Connecticut,41.2602,-73.2083,36455
United States,Georgia,30.7567,-81.5722,36447.0
United States,New Jersey,40.2650,-74.8005,36437
Brazil,Paraná,-24.0900,-54.2700,36426
United States,Florida,28.3146,-80.6713,36380
United States,Oregon,45.3414,-122.5927,36360
United States,Wisconsin,42.8803,-87.9009,36354
United States,Minnesota,45.0155,-93.1544,36314
Ethiopia,YeDebub Bihēroch Bihēreseboch na Hizboch,6.7504,38.4100,36292
United States,Alabama,32.4588,-85.0251,36219
United States,Oklahoma,36.2882,-95.8328,36215
Russia,Leningradskaya Oblast’,59.1116,28.0747,36209
United States,Texas,32.3561,-97.4145,36193.0
Kazakhstan,Qyzylorda,45.6914,63.2413,36175
Burma,Ayeyawady,17.0433,95.6429,36172
United States,Wisconsin,42.8854,-88.0104,36143
Kenya,Laikipia,0.0204,37.0600,36142
Russia,Sverdlovskaya Oblast’,60.1565,59.9615,36138
United States,Georgia,33.8436,-84.2021,36130
Brazil,Rio Grande do Norte,-5.5796,-36.9101,36125
United States,California,33.5009,-117.6544,36064
Tanzania,Mtwara,-10.7296,38.7999,36032
United States,California,34.1259,-117.7153,36015
Bolivia,El Beni,-10.8300,-65.4100,36008
Dominican Republic,Higuamo,18.7640,-69.2570,35999
United States,Florida,28.2075,-82.4476,35995
Russia,Stavropol’skiy Kray,45.1047,43.4344,35995
Russia,Krasnoyarskiy Kray,70.7670,97.5000,35968
United States,Massachusetts,42.2847,-71.3497,35957
United States,Ohio,40.0353,-83.1578,35939
United States,Georgia,33.0274,-85.0384,35918.0
Ecuador,Manabí,-1.3496,-80.5800,35901
Zimbabwe,Masvingo,-20.3296,30.0500,35896
Russia,Tyumenskaya Oblast’,56.6736,66.2983,35892
Russia,Belgorodskaya Oblast’,50.2091,38.0987,35887
United States,New Jersey,39.9649,-75.0563,35863
Isle Of Man,,54.1504,-4.4800,35854
United States,Oklahoma,35.3525,-96.9647,35833.0
Kazakhstan,Aqmola,51.8219,68.3477,35819
United States,Iowa,41.5656,-90.4764,35813
United States,Nevada,36.2411,-116.0176,35812
United States,Georgia,33.5209,-82.0985,35808
United States,Arkansas,34.5771,-92.5715,35789
United States,Maryland,39.1466,-77.0715,35766
Zimbabwe,Matabeleland North,-17.9296,25.8400,35761
United States,New York,42.7080,-73.9631,35745
United States,Florida,26.0463,-80.2862,35732
United States,Tennessee,36.0203,-86.5582,35717
Nigeria,Gombe,10.0457,11.2131,35712
United States,North Dakota,46.8573,-96.9057,35708
Indonesia,Kalimantan Tengah,-3.0996,114.3500,35632
Cameroon,Adamaoua,6.4670,12.6333,35589
United States,Kentucky,38.2251,-84.5481,35586.0
Canada,Québec,48.4337,-68.5167,35584
Russia,Kostromskaya Oblast’,58.3798,45.5094,35532
Congo (Kinshasa),Tshopo,0.7704,24.4300,35531
United States,Missouri,38.5799,-90.6698,35501
United States,Alabama,32.4605,-86.4588,35498
Colombia,Tolima,5.1903,-74.7500,35469
Chad,Mayo-Kébbi Ouest,9.3504,14.9666,35466
Mali,Sikasso,11.4204,-7.4900,35450
United States,Maryland,39.3723,-76.8024,35438
Pakistan,Punjab,32.4522,71.4718,35406
United States,Minnesota,44.8247,-93.0596,35392
United States,Massachusetts,42.6466,-71.1651,35375
United States,Texas,29.6690,-95.0483,35371
United States,Texas,32.4032,-96.8444,35340
United States,Ohio,40.0272,-83.0704,35337
United States,California,39.7558,-121.6063,35337.0
Kazakhstan,Almaty,43.3691,77.4438,35319
Colombia,Antioquia,7.0306,-75.5905,35315
Reunion,,-21.0335,55.7128,35310
United States,Ohio,40.0251,-82.8637,35297
Hungary,Pest,47.7837,19.1332,35293
United States,Georgia,33.6696,-84.4700,35282
United States,Oregon,45.1476,-122.8584,35267.0
United States,Georgia,33.3943,-84.5711,35262
United States,North Carolina,35.6540,-78.8403,35223
United States,Arizona,33.5905,-112.3271,35216
United States,Florida,28.5403,-81.7296,35211
United States,Georgia,33.5619,-82.1351,35204
United States,Texas,31.6135,-94.6528,35192.0
Indonesia,Nusa Tenggara Barat,-8.7223,116.2923,35183
United States,Texas,32.4484,-97.7685,35138.0
Argentina,Córdoba,-32.6000,-62.6800,35105
Russia,Sakhalinskaya Oblast’,46.6424,142.7775,35091
United States,Massachusetts,42.6000,-71.3631,35067
United States,North Carolina,35.0061,-80.5593,35065
United States,New York,43.1698,-78.6956,35011.0
Afghanistan,Wardak,34.4500,68.8000,35008
United States,California,37.9540,-122.0759,34987
Canada,Ontario,48.4666,-81.3333,34974
Guinea,Boké,10.6854,-14.6050,34973
United States,New York,42.5856,-73.8219,34912
Nigeria,Akwa Ibom,4.5704,7.5600,34911
United States,Rhode Island,41.6933,-71.6611,34873
United States,Indiana,41.4728,-87.3197,34871
United States,Ohio,41.2465,-81.8198,34867
United States,Illinois,41.6834,-88.3372,34833
United States,California,38.8950,-121.0777,34818.0
Kazakhstan,Batys Qazaqstan,51.1714,53.0349,34799
Bolivia,La Paz,-16.6500,-68.3000,34776
United States,Ohio,41.1765,-81.4344,34769
United States,Florida,28.0577,-82.5149,34747
Russia,Tverskaya Oblast’,57.7647,36.6900,34736
United States,Tennessee,36.1991,-86.5114,34726
Argentina,Buenos Aires,-35.4460,-60.8900,34718
United States,Ohio,41.0334,-80.6671,34717
United States,Connecticut,41.6922,-72.5472,34688
United States,Florida,26.7812,-80.0741,34674
United States,Washington,48.2965,-122.6331,34663.0
United States,Kansas,38.9075,-94.6258,34659
United States,California,39.2237,-121.0521,34650.0
Canada,Saskatchewan,53.2000,-105.7500,34609
Argentina,Buenos Aires,-34.6500,-60.4900,34587
United States,North Carolina,35.4874,-79.1772,34557.0
United States,Rhode Island,41.9703,-71.4198,34498
United States,California,38.6880,-121.2208,34467
Indonesia,Papua,-8.4932,140.4018,34412
United States,Illinois,40.9506,-90.3763,34406.0
United States,Nebraska,40.7008,-99.0847,34386.0
United States,Wyoming,44.2752,-105.4984,34378.0
United States,Arkansas,35.2763,-93.1383,34373.0
Russia,Kareliya,62.2087,34.2887,34360
United States,California,37.4686,-122.1672,34357
United States,Georgia,34.0262,-84.6177,34344
United States,Massachusetts,41.6138,-70.9973,34341
United States,New York,41.1543,-73.9909,34338
United States,New York,41.3898,-73.7239,34328
United States,California,34.1082,-117.8090,34326
Russia,Novgorodskaya Oblast’,57.9948,31.3544,34303
United States,Alabama,33.4518,-86.7438,34291
Congo (Kinshasa),Nord-Ubangi,3.3404,20.8700,34247
United States,Maryland,39.4115,-76.7913,34231
Russia,Altayskiy Kray,53.0049,78.6696,34141
United States,Delaware,39.4453,-75.7166,34132.0
United States,California,38.2902,-122.4598,34089.0
United States,Florida,30.4174,-86.8907,34085
United States,California,34.5815,-117.4397,34066
United States,Texas,31.6384,-106.2601,34048
Tanzania,Kagera,-2.6296,31.3100,34038
United States,Utah,40.5393,-112.3082,34029.0
United States,Tennessee,36.2039,-86.3475,34027.0
United States,Utah,40.6137,-111.8144,33996
Zimbabwe,,-18.3700,26.5000,33989
Colombia,Antioquia,6.4804,-74.4200,33983
Colombia,Nariño,1.0900,-77.6199,33979
Italy,Calabria,38.6666,16.1000,33957
United States,Colorado,39.6194,-105.1341,33942
United States,Texas,29.6898,-95.1151,33891
Russia,Chelyabinskaya Oblast’,56.0663,60.2313,33879
Russia,Krasnoyarskiy Kray,55.9620,94.7028,33865
Switzerland,Schaffhausen,47.7060,8.6330,33863
Dominican Republic,Cibao Nordeste,19.3760,-69.8470,33862
United States,Delaware,39.6776,-75.7573,33858
United States,New Jersey,39.4286,-75.2281,33856.0
United States,North Carolina,35.6657,-80.4910,33849
United States,New York,40.9409,-72.7095,33839
Somalia,Gedo,3.8005,42.5500,33820
United States,California,40.8615,-124.0757,33806.0
Russia,Yaroslavskaya Oblast’,57.1892,39.4043,33803
United States,Massachusetts,42.1778,-71.0539,33704
United States,Florida,28.3698,-81.3467,33688
United States,Georgia,33.7384,-84.7068,33675
United States,Illinois,41.7368,-88.0408,33598
Peru,Cusco,-14.2896,-71.2300,33575
Australia,Victoria,-36.3746,145.3914,33550
United States,Ohio,39.8010,-84.0094,33541
United States,Florida,30.5203,-87.1904,33532
United States,New Jersey,41.1101,-74.5886,33532.0
Russia,Bryanskaya Oblast’,53.5891,34.3392,33527
United States,Wyoming,41.3099,-105.6085,33508.0
United States,Ohio,41.3851,-82.0194,33436
United States,Maryland,39.3893,-76.7020,33426
United States,Washington,47.2148,-122.5460,33401
United States,Illinois,42.1292,-87.8353,33400
United States,Indiana,41.4782,-87.0507,33376
United States,Virginia,36.6827,-79.8636,33363.0
Russia,Kareliya,63.7548,34.3243,33354
Peru,Junín,-11.5200,-75.9400,33345
United States,Massachusetts,42.4456,-71.2307,33339
United States,New Hampshire,42.8888,-71.2804,33312
South Africa,Limpopo,-24.1996,29.5000,33308
United States,New York,43.1031,-76.1758,33307
United States,Utah,40.1638,-111.6206,33294
United States,Idaho,47.7203,-116.9396,33290
United States,New Jersey,40.2954,-74.7205,33288
United States,Washington,46.7340,-117.1669,33276.0
United States,New York,40.7837,-73.1945,33253
Turkmenistan,Lebap,37.8248,65.1997,33242
Russia,Vologodskaya Oblast’,60.7687,46.2987,33237
United States,Ohio,39.3571,-84.3023,33235
United States,Indiana,41.5740,-85.8304,33220
United States,Alabama,33.2198,-86.8226,33202
Australia,Queensland,-20.7239,139.4900,33200
Argentina,Entre Ríos,-33.1500,-59.3400,33120
United States,Alabama,30.3984,-87.6648,33113.0
United States,Colorado,39.5769,-105.1138,33087
Australia,New South Wales,-28.1826,153.5466,33065
Congo (Kinshasa),Mai-Ndombe,-3.0196,16.9200,33062
Nepal,,26.5333,86.7333,33061
Niger,Dosso,11.8882,3.4467,33051
United States,Florida,26.4277,-81.7951,33048
United States,Georgia,34.4917,-84.9391,33029.0
Kazakhstan,Qyzylorda,46.8000,61.6666,33017
United States,Massachusetts,42.0862,-71.4113,32996
United States,West Virginia,39.4768,-80.1491,32988.0
Algeria,Adrar,26.7000,0.1666,32974
Mali,Mopti,13.9000,-4.5500,32944
Egypt,Al Baḩr al Aḩmar,26.7337,33.9333,32944
Russia,Sakhalinskaya Oblast’,47.0473,142.0624,32911
United States,Minnesota,45.2571,-93.3265,32902
United States,Wisconsin,43.1827,-89.2357,32894
United States,Indiana,39.6956,-86.3708,32865
United States,New Mexico,32.4013,-104.2388,32848.0
United States,Florida,24.5637,-81.7768,32820.0
United States,Indiana,41.2443,-85.8478,32813.0
Russia,Kirovskaya Oblast’,58.6589,52.1592,32800
United States,Washington,48.0029,-122.0960,32785
United States,Illinois,42.0061,-87.9929,32776
United States,New Mexico,32.8837,-105.9624,32745.0
United States,Illinois,40.5677,-89.6263,32731
United States,Illinois,41.9193,-88.3110,32714
United States,Texas,31.1192,-97.9140,32706
Australia,New South Wales,-35.3546,149.2113,32602
United States,California,35.6308,-117.6621,32579.0
United States,Ohio,41.3773,-83.6501,32572.0
United States,Florida,29.0224,-81.2873,32506
China,Xinjiang,38.1338,85.5333,32494
United States,California,34.1208,-117.7702,32461
Kazakhstan,Mangghystaū,45.1834,55.1000,32452
Russia,Permskiy Kray,59.0162,54.6330,32423
United States,Pennsylvania,40.3239,-80.0364,32404
Australia,Victoria,-37.6895,144.5700,32368
United States,Ohio,40.7839,-81.5256,32342
South Africa,Northern Cape,-30.6500,24.0000,32318
United States,Kentucky,38.9900,-84.6471,32305
United States,Ohio,41.4524,-81.9295,32297
United States,Florida,28.1205,-82.6868,32248
United States,Utah,40.3137,-112.0114,32204
United States,Mississippi,34.3609,-89.5286,32203.0
United States,Florida,26.3218,-80.2533,32202
Sweden,Skåne,56.0337,14.1333,32188
United States,New York,43.2260,-75.4910,32185.0
United States,Mississippi,33.4608,-88.8297,32164.0
United States,North Carolina,35.1195,-80.7101,32117
United States,Maryland,39.4041,-76.9529,32064
Burkina Faso,Centre-Est,12.1770,-0.3560,32052
Algeria,Ghardaïa,30.5666,2.8833,32049
United States,Florida,26.0593,-80.1638,32030
United States,Oregon,43.3789,-124.2330,32030.0
United States,New York,43.0196,-78.6375,31954
United States,New York,40.8696,-73.0808,31953
Peru,Lima,-10.6996,-77.8000,31905
United States,Florida,30.0972,-81.6176,31873
United States,Texas,32.9545,-97.1503,31824
United States,New Jersey,40.3563,-74.6693,31822
Venezuela,Zulia,10.5318,-71.5039,31810
Ethiopia,Oromīya,9.1670,35.8333,31809
United States,Utah,41.0291,-111.9455,31776
United States,Ohio,40.9107,-81.1189,31758.0
United States,Virginia,37.2043,-77.3913,31750
United States,Ohio,41.4150,-81.9190,31734
United States,Mississippi,33.5088,-88.4097,31701.0
United States,Oregon,44.2631,-121.1798,31695.0
United States,Kentucky,36.8383,-87.4779,31681.0
United States,Ohio,39.3393,-82.9937,31671.0
Brazil,Pará,-6.2666,-57.6500,31661
Kazakhstan,Atyraū,47.0666,51.8666,31624
Chile,Araucanía,-39.2800,-72.2300,31602
Australia,New South Wales,-32.2600,148.5973,31574
United States,New Jersey,40.0280,-74.8882,31568
United States,Georgia,34.1026,-84.5085,31564
Syria,Ḩalab,36.5888,37.0441,31534
Australia,Queensland,-27.0830,152.9500,31513
Russia,Novosibirskaya Oblast’,55.3573,78.3519,31508
United States,Missouri,39.2394,-94.4191,31507
United States,Connecticut,41.4890,-73.0518,31461
Australia,New South Wales,-28.8167,153.2931,31430
United States,Louisiana,29.8871,-90.1126,31425
Russia,Permskiy Kray,58.8691,57.5887,31424
Turkmenistan,,42.3167,59.1667,31400
United States,Illinois,42.2692,-88.0101,31385
United States,Utah,41.1030,-112.0237,31363
Chile,Maule,-35.9600,-72.3200,31362
United States,California,33.5998,-117.1069,31353
United States,Minnesota,44.7544,-93.3631,31352
United States,New York,43.1664,-76.0661,31326
Russia,Ryazanskaya Oblast’,54.3491,41.9087,31325
United States,California,33.5920,-117.6992,31318
Sweden,Västerbotten,64.7721,20.9500,31311
United States,Colorado,39.7727,-105.1028,31294
Somalia,Bay,2.7837,44.0833,31267
United States,Maryland,39.5544,-76.3733,31263
United States,California,38.7308,-120.7978,31260.0
United States,Georgia,33.0874,-83.2414,31254.0
United States,Massachusetts,41.5915,-70.5914,31254
Madagascar,Mahajanga,-16.0995,46.6333,31253
United States,Mississippi,33.3850,-91.0514,31243.0
United States,Washington,47.3914,-122.3154,31238
United States,California,33.9461,-116.8991,31230
United States,New York,42.9338,-76.5685,31126.0
United States,California,33.3693,-117.2258,31121
United States,California,34.4360,-119.8595,31116
United States,Massachusetts,42.6832,-71.3010,31113
United States,Georgia,33.7393,-84.1644,31111
China,Guangxi,22.0974,106.7567,31109
Costa Rica,Alajuela,10.3305,-84.4400,31106
Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",-53.7914,-67.6990,31095
United States,South Carolina,33.4928,-80.8671,31085.0
United States,Arkansas,34.8509,-92.2029,31081
United States,Texas,31.0572,-97.6445,31075
Angola,Lunda Norte,-8.4196,20.7400,31041
United States,Illinois,42.1629,-88.3158,31017
United States,Ohio,40.8166,-81.9334,31011.0
United States,Minnesota,45.0681,-93.3162,31006
United States,Florida,30.1356,-81.7674,30983
Congo (Brazzaville),Niari,-2.9396,12.7200,30936
United States,California,37.2684,-122.0263,30905
United States,Colorado,38.3551,-104.7266,30901
United States,South Carolina,34.9315,-82.2316,30899
United States,Florida,28.5987,-81.3438,30879
United States,Arizona,31.3624,-110.9336,30876.0
Venezuela,Apure,7.2400,-70.7400,30860
Peru,La Libertad,-7.8100,-78.0499,30835
Russia,Sverdlovskaya Oblast’,59.7602,60.0098,30807
United States,New Hampshire,43.2990,-70.9787,30797
United States,Illinois,42.3708,-87.9392,30767
United States,California,37.3685,-122.0966,30743
United States,California,37.2302,-121.9560,30724
United States,South Carolina,33.5304,-81.7270,30721
United States,Indiana,41.7373,-86.1350,30717
United States,Rhode Island,41.4458,-71.5441,30712
United States,Utah,40.6599,-111.8226,30709
United States,Hawaii,20.8715,-156.4603,30706
United States,California,38.6504,-121.2497,30704
Russia,Orenburgskaya Oblast’,51.4191,57.5787,30676
United States,Massachusetts,42.6120,-71.2278,30666
Botswana,Central,-22.5596,27.1300,30650
Argentina,Corrientes,-29.1796,-58.0800,30649
United States,Arizona,32.4911,-114.7089,30647.0
United States,Iowa,41.8434,-90.2409,30642.0
United States,Montana,45.9020,-112.6571,30628.0
Madagascar,Antsiranana,-13.6829,48.4500,30621
United States,Illinois,41.3490,-89.1368,30611.0
Chile,Biobío,-37.4800,-73.3400,30611
United States,California,34.8661,-117.0472,30606.0
United States,Connecticut,41.6870,-72.7308,30603
United States,Kentucky,37.8904,-84.5668,30600.0
Mali,Koulikoro,13.5504,-7.4500,30591
United States,Virginia,38.7809,-77.1839,30556
United States,New Jersey,39.8157,-75.1181,30556
United States,Louisiana,30.3151,-90.9571,30536
United States,Washington,47.0979,-122.4233,30528
Australia,Queensland,-23.8533,151.2467,30489
United States,North Carolina,35.5131,-78.3495,30482.0
United States,New York,43.0457,-78.8659,30475
United States,California,32.7317,-116.9766,30439
United States,New Jersey,40.6515,-74.3433,30433
United States,Massachusetts,42.2814,-71.2411,30429
United States,Virginia,38.9120,-77.5132,30426
Russia,Zabaykal’skiy Kray,50.3886,116.5186,30421
United States,California,35.4827,-120.6858,30418
Guinea,Kindia,10.9050,-13.0430,30311
United States,Ohio,41.3138,-81.7452,30294
United States,Arkansas,33.4361,-93.9960,30259
United States,Alabama,32.6621,-85.3772,30240
Brazil,Maranhão,-5.8100,-46.1500,30217
United States,Kansas,37.9754,-100.8528,30206.0
United States,California,34.0334,-117.8593,30199
United States,Missouri,38.5950,-90.5501,30181
United States,Maryland,39.4050,-76.5236,30178
United States,Massachusetts,42.6260,-70.6897,30172
United States,Massachusetts,42.6713,-71.0865,30170
Tanzania,Coast,-7.7296,38.9500,30163
Gabon,Haut-Ogooué,-1.5655,13.2000,30151
Paraguay,Central,-25.4100,-57.2800,30150
United States,Texas,30.0398,-99.1319,30148.0
United States,Ohio,40.6333,-80.5677,30146.0
Burkina Faso,Centre-Sud,12.0640,-1.3340,30137
Russia,Leningradskaya Oblast’,61.1013,28.9177,30115
United States,Maryland,39.3444,-76.7668,30104
China,Inner Mongolia,41.0896,108.2722,30057
Argentina,Chaco,-27.5833,-60.7167,30051
United States,Michigan,42.5073,-83.1034,30050
Indonesia,Bali,-8.7151,115.1841,30012
United States,California,34.8668,-120.4269,30001
Peru,Ancash,-9.4400,-78.2100,30000
Mali,Gao,16.9004,-0.3500,30000
Angola,Kuando Kubango,-15.7895,20.3600,30000
United States,Minnesota,44.0509,-91.6689,29973.0
United States,New Jersey,40.7855,-74.3291,29955
United States,Pennsylvania,41.0090,-76.8506,29953.0
